0,1,2,3,4,5,6,7,8,9,10
657daf20122fa666071aa60b,00000000--1123180142 - 5370-169-214,Pass ,null,null,396,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa767,000000000A1123140072 - 5370-170-225,null,null,null,320,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa768,000000000A1123140073 - 5370-170-225,null,null,null,320,"-, Pass ",Pass ,Pass ,"-, Pass ",null,
657daf20122fa666071aa8c2,000000000A1123370313 - 5370-270-229,Pass ,null,399,null,Pass ,null,null,Pass ,null,
657daf20122fa666071aa8c6,000000000A1123370336 - 5370-270-219,Pass ,null,436,null,Pass ,null,null,Pass ,null,
657daf20122fa666071aa60e,00000000--1123200003 - 5370-273-204,Pass ,Pass ,458,435,Pass ,Pass ,Pass ,Pass ,50,
657daf20122fa666071aa60f,00000000--1123200004 - 5370-273-204,Pass ,Pass ,456.3,436,Pass ,Pass ,Pass ,Pass ,45,
657daf20122fa666071aa776,000000000A1123140117 - 5370-170-225,null,null,null,320,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa777,000000000A1123140118 - 5370-170-225,null,null,null,320,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa8d4,000000000A1123390179 - 5370-169-278,Pass ,Pass ,null,29,Pass ,null,null,Pass ,50,
657daf20122fa666071aa8da,000000000A1123410014 - 5370-170-217,null,null,null,312,Pass ,null,null,Pass ,null,
657daf20122fa666071aa612,00000000--1123200011 - 5370-273-204,Pass ,Pass ,459.1,435,Pass ,Pass ,Pass ,Pass ,50,
657daf20122fa666071aa614,00000000--1123200013 - 5370-273-204,Pass ,Pass ,457,436,Pass ,Pass ,Pass ,Pass ,50,
657daf20122fa666071aa781,000000000A1123150098 - 5370-169-248,Pass ,null,null,30,Pass ,Pass ,Pass ,Pass ,80,
657daf20122fa666071aa782,000000000A1123150099 - 5370-169-248,Pass ,null,null,30,Pass ,Pass ,Pass ,Pass ,70,
657daf20122fa666071aa8ed,000000000A1123430248 - 5370-169-278,Pass ,Pass ,null,29,Pass ,null,null,Pass ,50,
657daf20122fa666071aa8ee,000000000A1123430249 - 5370-169-278,Pass ,Pass ,null,29,Pass ,null,null,Pass ,50,
657daf20122fa666071aa617,00000000--1123200025 - 5370-273-204,Pass ,Pass ,457,436,Pass ,Pass ,Pass ,Pass ,55,
657daf20122fa666071aa791,000000000A1123150134 - 5370-170-217,null,null,null,392,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa8fe,000000000A1123430369 - 5371-170-048,null,null,null,150,null,null,null,null,null,
657daf20122fa666071aa8ff,000000000A1123430370 - 5371-170-048,null,null,null,150,null,null,null,null,null,
657daf20122fa666071aa618,00000000--1123200026 - 5370-273-204,Pass ,Pass ,457,436,Pass ,Pass ,Pass ,Pass ,58,
657daf20122fa666071aa793,000000000A1123150136 - 5370-170-217,null,null,null,312,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa795,000000000A1123150156 - 5370-169-278,Pass ,Pass ,null,30,Pass ,Pass ,Pass ,Pass ,80,
657daf20122fa666071aa907,000000000A1123450066 - 5371-170-048,Pass ,null,null,156,Pass ,null,null,Pass ,null,
657daf20122fa666071aa61b,00000000--1123200033 - 5370-273-204,- ,Pass ,457,437.3,- ,Pass ,Pass ,- ,50,
657daf20122fa666071aa799,000000000A1123160010 - 5370-170-217,null,null,null,320,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa913,000000000B1123150046 - 5370-169-288,Pass ,Pass ,null,22,Pass ,Pass ,Pass ,Pass ,80,
657daf20122fa666071aa61c,00000000--1123200036 - 5370-273-204,Pass ,Pass ,457,436,Pass ,Pass ,Pass ,Pass ,50,
657daf20122fa666071aa79e,000000000A1123160016 - 5370-170-206,null,null,null,21,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa61e,00000000--1123200039 - 5370-273-204,Pass ,Pass ,457,435,Pass ,Pass ,Pass ,Pass ,50,
657daf20122fa666071aa7a4,000000000A1123160055 - 5370-169-249,Pass ,null,null,441,Pass ,Pass ,Pass ,Pass ,80,
657daf20122fa666071aa620,00000000--1123200175 - 5371-270-009,null,null,null,252,null,null,null,null,null,
657daf20122fa666071aa7ae,000000000A1123160127 - 5370-169-278,Pass ,Pass ,null,30,Pass ,Pass ,Pass ,Pass ,85,
657daf20122fa666071aa622,00000000--1123200177 - 5371-270-009,null,null,null,255,null,null,null,null,null,
657daf20122fa666071aa7b0,000000000A1123160129 - 5370-169-278,Pass ,Pass ,null,30.1,Pass ,Pass ,Pass ,Pass ,90,
657daf20122fa666071aa623,00000000--1123200178 - 5370-169-214,Pass ,null,null,396,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa626,00000000--1123200181 - 5370-169-214,Pass ,null,null,395,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa7b9,000000000A1123170155 - 5370-169-279,Pass ,Pass ,null,440,Pass ,Pass ,Pass ,Pass ,85,
657daf20122fa666071aa7ba,000000000A1123180013 - 5370-170-206,null,null,null,20,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa627,00000000--1123200182 - 5370-169-214,Pass ,null,null,395,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa629,00000000--1123200184 - 5370-169-214,Pass ,null,null,395,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa7c2,000000000A1123180072 - 5370-273-321,Pass ,Pass ,396,395,Pass ,Pass ,Pass ,Pass ,60,
657daf20122fa666071aa7c6,000000000A1123190028 - 5370-170-217,null,null,null,320,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa62b,00000000--1123200187 - 5370-169-214,Pass ,null,null,397,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa62e,00000000--1123200190 - 5370-169-214,Pass ,null,null,395,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa7d1,000000000A1123200295 - 5370-270-229,null,null,397,null,null,null,null,null,null,
657daf20122fa666071aa7d3,000000000A1123200345 - 5370-170-217,null,null,null,320,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa62f,00000000--1123200191 - 5370-169-214,Pass ,null,null,395,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa632,00000000--1123200194 - 5370-169-214,Pass ,null,null,395,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa7de,000000000A1123210193 - 5370-273-318,Pass ,Pass ,396,398,Pass ,Pass ,Pass ,Pass ,30,
657daf20122fa666071aa7e0,000000000A1123210197 - 5370-273-318,Pass ,Pass ,398,401,Pass ,Pass ,Pass ,Pass ,35,
657daf20122fa666071aa635,00000000--1123200200 - 5370-273-204,Pass ,Pass ,458,440,Pass ,Pass ,Pass ,Pass ,50,
657daf20122fa666071aa636,00000000--1123200201 - 5370-273-204,Pass ,Pass ,458,437,Pass ,Pass ,Pass ,Pass ,30,
657daf20122fa666071aa7eb,000000000A1123220229 - 5370-170-211,null,null,null,348,- ,Pass ,Pass ,- ,null,
657daf20122fa666071aa7f1,000000000A1123230006 - 5370-170-217,null,null,null,320,- ,Pass ,Pass ,- ,null,
657daf20122fa666071aa638,00000000--1123200242 - 5371-170-047,null,null,null,18,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa63a,00000000--1123200244 - 5371-170-047,null,null,null,18,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa7f8,000000000A1123230090 - 5370-170-206,null,null,null,320,- ,Pass ,Pass ,- ,null,
657daf20122fa666071aa7fa,000000000A1123230092 - 5370-170-206,null,null,null,320,- ,Pass ,Pass ,- ,null,
657daf20122fa666071aa63d,00000000--1123200247 - 5371-170-047,null,null,null,150,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa806,000000000A1123240103 - 5370-170-201,Pass ,null,null,320,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa63e,00000000--1123200284 - 5371-270-009,null,null,null,250,null,null,null,null,null,
657daf20122fa666071aa80f,000000000A1123250151 - 5370-273-318,Pass ,Pass ,401,395,Pass ,Pass ,Pass ,Pass ,55,
657daf20122fa666071aa641,00000000--1123210004 - 5370-169-214,Pass ,null,null,395,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa817,000000000A1123260086 - 5370-170-211,Pass ,null,null,16,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa644,00000000--1123210184 - 5370-273-204,Pass ,Pass ,461,439,Pass ,Pass ,Pass ,Pass ,45,
657daf20122fa666071aa819,000000000A1123260205 - 5370-169-278,null,null,null,30.1,null,Pass ,Pass ,null,null,
657daf20122fa666071aa646,00000000--1123210186 - 5370-273-204,Pass ,Pass ,461,459,Pass ,Pass ,Pass ,Pass ,35,
657daf20122fa666071aa81f,000000000A1123270157 - 5370-169-278,Pass ,Pass ,null,29,Pass ,Pass ,Pass ,Pass ,70,
657daf20122fa666071aa64a,00000000--1123210208 - 5370-169-214,Pass ,null,null,399,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa828,000000000A1123280160 - 5370-170-225,Pass ,null,null,312,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa64e,00000000--1123210241 - 5370-273-323,Pass ,Pass ,398,397,Pass ,Pass ,Pass ,Pass ,50,
657daf20122fa666071aa82e,000000000A1123280166 - 5370-170-225,Pass ,null,null,312,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa651,00000000--1123210246 - 5370-273-323,Pass ,Pass ,397,397,Pass ,Pass ,Pass ,Pass ,50,
657daf20122fa666071aa832,000000000A1123280170 - 5370-170-225,Pass ,null,null,312,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa654,00000000--1123210269 - 5370-273-323,Pass ,Pass ,396,394,Pass ,Pass ,Pass ,Pass ,50,
657daf20122fa666071aa657,00000000--1123210272 - 5370-273-323,Pass ,Pass ,395,396,Pass ,Pass ,Pass ,Pass ,45,
657daf20122fa666071aa83f,000000000A1123280187 - 5370-170-225,Pass ,null,null,312,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa842,000000000A1123280191 - 5370-170-225,Pass ,null,null,312,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa659,00000000--1123210391 - 5370-273-229,Pass ,Pass ,393,398,Pass ,Pass ,Pass ,Pass ,50,
657daf20122fa666071aa84e,000000000A1123290190 - 5370-169-248,null,null,null,30,null,Pass ,Pass ,null,50,
657daf20122fa666071aa85a,000000000A1123310167 - 5370-170-225,null,null,null,320,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa65c,00000000--1123210398 - 5370-169-214,Pass ,null,null,394,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa661,00000000--1123220060 - 5370-273-204,Pass ,Pass ,459,435,Pass ,Pass ,Pass ,Pass ,55,
657daf20122fa666071aa863,000000000A1123310177 - 5370-170-225,null,null,null,320,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa864,000000000A1123310183 - 5370-170-225,Pass ,null,null,320,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa666,00000000--1123220065 - 5370-273-204,Pass ,Pass ,459,436,Pass ,Pass ,Pass ,Pass ,35,
657daf20122fa666071aa667,00000000--1123220214 - 5370-273-204,Pass ,Pass ,464,437,Pass ,Pass ,Pass ,Pass ,40,
657daf20122fa666071aa86c,000000000A1123310200 - 5370-170-225,null,null,null,320,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa86f,000000000A1123320016 - 5371-170-046,null,null,null,10,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa66b,00000000--1123230348 - 5370-273-323,Pass ,Pass ,395,394,Pass ,Pass ,Pass ,Pass ,55,
657daf20122fa666071aa670,00000000--1123230375 - 5370-273-323,Pass ,Pass ,393,393,Pass ,Pass ,Pass ,Pass ,50,
657daf20122fa666071aa87b,000000000A1123320178 - 5370-271-230,Pass ,Pass ,396,null,Pass ,Pass ,Pass ,Pass ,50,
657daf20122fa666071aa880,000000000A1123320186 - 5370-271-230,Pass ,Pass ,467,null,Pass ,Pass ,Pass ,Pass ,50,
657daf20122fa666071aa671,00000000--1123230378 - 5370-273-323,Pass ,Pass ,393,392,Pass ,Pass ,Pass ,Pass ,65,
657daf20122fa666071aa88e,000000000A1123340238 - 5370-170-217,Pass ,null,null,300,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa894,000000000A1123350076 - 5370-169-278,Pass ,Pass ,null,29,Pass ,Pass ,Pass ,Pass ,85,
657daf20122fa666071aa675,00000000--1123230382 - 5370-273-323,Pass ,Pass ,394,395,Pass ,Pass ,Pass ,Pass ,60,
657daf20122fa666071aa897,000000000A1123350164 - 5370-169-278,Pass ,Pass ,null,30,Pass ,Pass ,Pass ,Pass ,75,
657daf20122fa666071aa89b,000000000A1123350231 - 5370-169-278,Pass ,Pass ,null,30,Pass ,Pass ,Pass ,Pass ,100,
657daf20122fa666071aa678,00000000--1123230394 - 5370-273-323,Pass ,Pass ,394,395,Pass ,Pass ,Pass ,Pass ,50,
657daf20122fa666071aa8a5,000000000A1123370196 - 5370-170-225,null,null,null,301,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa67d,00000000--1123240275 - 5370-169-209,Pass ,null,null,395,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa8ab,000000000A1123370211 - 5370-170-225,null,null,null,305,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa682,00000000--1123240311 - 5370-273-323,Pass ,Pass ,394,393,Pass ,Pass ,Pass ,Pass ,50,
657daf20122fa666071aa8b3,000000000A1123370223 - 5370-170-225,null,null,null,400,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa683,00000000--1123240312 - 5370-273-323,Pass ,Pass ,393,394,Pass ,Pass ,Pass ,Pass ,50,
657daf20122fa666071aa8bc,000000000A1123370247 - 5370-170-225,null,null,null,301,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa687,00000000--1123240323 - 5370-273-323,Pass ,Pass ,399,395,Pass ,Pass ,Pass ,Pass ,50,
657daf20122fa666071aa8cc,000000000A1123390091 - 5370-170-217,Pass ,null,null,320,Pass ,null,null,Pass ,null,
657daf20122fa666071aa689,00000000--1123240328 - 5370-273-323,Pass ,Pass ,397,393,Pass ,Pass ,Pass ,Pass ,50,
657daf20122fa666071aa8d1,000000000A1123390107 - 5370-169-278,Pass ,Pass ,null,30,Pass ,null,null,Pass ,90,
657daf20122fa666071aa68d,00000000--1123260191 - 5370-273-323,Pass ,Pass ,396,395,Pass ,Pass ,Pass ,Pass ,50,
657daf20122fa666071aa8dd,000000000A1123410251 - 5370-170-217,Pass ,null,null,312,Pass ,null,null,Pass ,null,
657daf20122fa666071aa68f,00000000--1123260193 - 5370-273-323,Pass ,Pass ,396,395,Pass ,Pass ,Pass ,Pass ,50,
657daf20122fa666071aa692,00000000--1123260219 - 5370-273-323,Pass ,Pass ,395,396,Pass ,Pass ,Pass ,Pass ,55,
657daf20122fa666071aa8e2,000000000A1123420022 - 5370-170-217,Pass ,null,null,320,Pass ,null,null,Pass ,null,
657daf20122fa666071aa8ea,000000000A1123430156 - 5370-270-229,Pass ,null,391,391,Pass ,null,null,Pass ,null,
657daf20122fa666071aa696,00000000--1123260226 - 5370-273-323,Pass ,Pass ,394,397,Pass ,Pass ,Pass ,Pass ,50,
657daf20122fa666071aa697,00000000--1123260227 - 5370-273-323,Pass ,Pass ,396,395,Pass ,Pass ,Pass ,Pass ,55,
657daf20122fa666071aa8f5,000000000A1123430258 - 5370-169-279,null,Pass ,null,396,null,null,null,null,50,
657daf20122fa666071aa8fd,000000000A1123430339 - 5370-270-219,null,null,459,null,null,null,null,null,null,
657daf20122fa666071aa69c,00000000--1123260253 - 5370-273-323,Pass ,Pass ,395,396,Pass ,Pass ,Pass ,Pass ,55,
657daf20122fa666071aa69d,00000000--1123260256 - 5370-273-323,Pass ,Pass ,396,393,Pass ,Pass ,Pass ,Pass ,55,
657daf20122fa666071aa910,000000000B1123150043 - 5370-169-288,Pass ,Pass ,null,22,Pass ,Pass ,Pass ,Pass ,75,
657daf20122fa666071aa911,000000000B1123150044 - 5370-169-288,Pass ,Pass ,null,22,Pass ,Pass ,Pass ,Pass ,80,
657daf20122fa666071aa6a2,00000000--1123260340 - 5370-273-323,Pass ,Pass ,395,397,Pass ,Pass ,Pass ,Pass ,55,
657daf20122fa666071aa6a3,00000000--1123260341 - 5370-273-323,Pass ,Pass ,396,397,Pass ,Pass ,Pass ,Pass ,50,
657daf20122fa666071aa6a6,00000000--1123270162 - 5371-170-047,Pass ,null,null,315,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa6ab,00000000--1123300016 - 5370-273-323,Pass ,Pass ,396,399,Pass ,Pass ,Pass ,Pass ,80,
657daf20122fa666071aa6b1,00000000--1123300025 - 5370-273-323,Pass ,Pass ,394,397,Pass ,Pass ,Pass ,Pass ,55,
657daf20122fa666071aa6b7,00000000--1123300166 - 5370-273-323,Pass ,Pass ,399,401,Pass ,Pass ,Pass ,Pass ,55,
657daf20122fa666071aa6b8,00000000--1123300167 - 5370-273-323,Pass ,Pass ,396,400,Pass ,Pass ,Pass ,Pass ,50,
657daf20122fa666071aa6be,00000000--1123310129 - 5370-273-323,Pass ,Pass ,397,396,Pass ,Pass ,Pass ,Pass ,55,
657daf20122fa666071aa6c0,00000000--1123310131 - 5370-273-323,Pass ,Pass ,398,398,Pass ,Pass ,Pass ,Pass ,60,
657daf20122fa666071aa6c8,00000000--1123310143 - 5370-273-323,Pass ,Pass ,398,398,Pass ,Pass ,Pass ,Pass ,55,
657daf20122fa666071aa6c9,00000000--1123310144 - 5370-273-323,Pass ,Pass ,395,398,Pass ,Pass ,Pass ,Pass ,55,
657daf20122fa666071aa6d0,00000000--1123340301 - 5371-170-047,Pass ,null,null,150,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa6d2,00000000--1123350101 - 5371-170-047,Pass ,null,null,142,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa6d6,00000000--1123360204 - 5370-273-323,Pass ,Pass ,394,394,Pass ,Pass ,Pass ,Pass ,55,
657daf20122fa666071aa6d8,00000000--1123380048 - 5370-273-288,"-, Pass ",Pass ,null,null,"-, Pass ",Pass ,Pass ,"-, Pass ",50,
657daf20122fa666071aa6df,00000000--1123400039 - 5370-273-323,Pass ,Pass ,396,393,Pass ,null,null,Pass ,55,
657daf20122fa666071aa6e2,00000000--1123400042 - 5370-273-323,Pass ,Pass ,396,396,Pass ,null,null,Pass ,55,
657daf20122fa666071aa6e7,00000000--1123400049 - 5370-273-323,Pass ,Pass ,400,396,Pass ,null,null,Pass ,50,
657daf20122fa666071aa6ea,00000000--1123400052 - 5370-273-323,Pass ,Pass ,396,396,Pass ,null,null,Pass ,50,
657daf20122fa666071aa6f0,00000000--1123400070 - 5370-273-323,Pass ,Pass ,400,396,Pass ,null,null,Pass ,55,
657daf20122fa666071aa6f5,00000000--1123410071 - 5370-273-323,null,Pass ,397,397,Pass ,null,null,Pass ,45,
657daf20122fa666071aa6f8,00000000--1123410074 - 5370-273-323,null,Pass ,397,397,Pass ,null,null,Pass ,55,
657daf20122fa666071aa6fb,00000000--1123410077 - 5370-273-323,null,Pass ,394,394,Pass ,null,null,Pass ,58,
657daf20122fa666071aa6ff,00000000--1123430030 - 5370-273-323,Pass ,Pass ,396,396,Pass ,null,null,Pass ,50,
657daf20122fa666071aa702,00000000--1123430367 - 5371-170-047,Pass ,null,null,150,Pass ,null,null,Pass ,null,
657daf20122fa666071aa708,00000000--1123440120 - 5370-273-323,Pass ,Pass ,396,396,Pass ,null,null,Pass ,50,
657daf20122fa666071aa70e,00000000--1123440212 - 5371-270-009,Pass ,null,null,249,Pass ,null,null,Pass ,null,
657daf20122fa666071aa711,00000000--1123440215 - 5371-270-009,Pass ,null,null,254,Pass ,null,null,Pass ,null,
657daf20122fa666071aa716,00000000--1123440231 - 5370-273-323,Pass ,Pass ,393,393,Pass ,null,null,Pass ,50,
657daf20122fa666071aa719,00000000--1123440236 - 5370-273-323,Pass ,Pass ,393,393,Pass ,null,null,Pass ,50,
657daf20122fa666071aa721,00000000--1123440252 - 5370-273-323,Pass ,Pass ,396,396,Pass ,null,null,Pass ,50,
657daf20122fa666071aa729,00000000--1123450014 - 5370-273-323,Pass ,Pass ,398,398,Pass ,null,null,Pass ,50,
657daf20122fa666071aa72c,00000000--1123450024 - 5370-273-323,Pass ,Pass ,398,398,Pass ,null,null,Pass ,50,
657daf20122fa666071aa733,000000000-1123170050 - 5370-170-220,null,null,null,318,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa735,000000000-1123200221 - 5370-170-219,null,null,null,30,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa73b,000000000-1123210333 - 5370-170-220,null,null,null,320,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa741,000000000-1123260336 - 5370-273-207,Pass ,Pass ,7.7,7.7,Pass ,Pass ,Pass ,Pass ,40,
657daf20122fa666071aa749,000000000-1123390014 - 5370-170-220,Pass ,null,null,320,Pass ,null,null,Pass ,null,
657daf20122fa666071aa74f,000000000-1123390020 - 5370-170-220,Pass ,null,null,320,Pass ,null,null,Pass ,null,
657daf20122fa666071aa754,000000000A1123140035 - 5370-270-219,null,null,440,null,null,null,null,null,null,
657daf20122fa666071aa759,000000000A1123140052 - 5370-169-278,Pass ,Pass ,null,30,Pass ,Pass ,Pass ,Pass ,85,
657daf20122fa666071aa75f,000000000A1123140064 - 5370-170-225,null,null,null,320,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa762,000000000A1123140067 - 5370-170-225,null,null,null,320,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa76d,000000000A1123140078 - 5370-170-225,null,null,null,320,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa76f,000000000A1123140080 - 5370-170-225,null,null,null,320,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa779,000000000A1123140120 - 5370-170-225,null,null,null,320,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa77a,000000000A1123140121 - 5370-170-225,null,null,null,320,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa783,000000000A1123150100 - 5370-169-248,Pass ,null,null,30,Pass ,Pass ,Pass ,Pass ,85,
657daf20122fa666071aa789,000000000A1123150106 - 5370-170-206,null,null,null,21,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa792,000000000A1123150135 - 5370-170-217,null,null,null,397,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa797,000000000A1123160008 - 5370-170-217,null,null,null,320,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa79c,000000000A1123160013 - 5370-169-249,Pass ,null,null,440,Pass ,Pass ,Pass ,Pass ,80,
657daf20122fa666071aa7a1,000000000A1123160020 - 5370-170-206,null,null,null,21,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa7ad,000000000A1123160126 - 5370-169-278,Pass ,Pass ,null,30.1,Pass ,Pass ,Pass ,Pass ,100,
657daf20122fa666071aa7af,000000000A1123160128 - 5370-169-278,Pass ,Pass ,null,30,Pass ,Pass ,Pass ,Pass ,100,
657daf20122fa666071aa7b8,000000000A1123170153 - 5370-169-278,Pass ,Pass ,null,30,Pass ,Pass ,Pass ,Pass ,85,
657daf20122fa666071aa7bb,000000000A1123180014 - 5370-170-207,null,null,null,320,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa7c1,000000000A1123180065 - 5370-169-279,Pass ,Pass ,null,336,Pass ,Pass ,Pass ,Pass ,80,
657daf20122fa666071aa7c8,000000000A1123190031 - 5370-169-279,Pass ,Pass ,null,437,Pass ,Pass ,Pass ,Pass ,75,
657daf20122fa666071aa7cc,000000000A1123190156 - 5370-169-248,Pass ,null,null,30,Pass ,Pass ,Pass ,Pass ,70,
657daf20122fa666071aa7da,000000000A1123210124 - 5370-170-217,null,null,null,320,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa7dd,000000000A1123210192 - 5370-273-318,Pass ,Pass ,397,396,Pass ,Pass ,Pass ,Pass ,25,
657daf20122fa666071aa7e6,000000000A1123220116 - 5370-170-206,null,null,null,318,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa7e9,000000000A1123220141 - 5370-170-217,null,null,null,290,- ,Pass ,Pass ,- ,null,
657daf20122fa666071aa7f2,000000000A1123230007 - 5370-170-217,null,null,null,320,- ,Pass ,Pass ,- ,null,
657daf20122fa666071aa7f7,000000000A1123230089 - 5370-170-206,null,null,null,320,- ,Pass ,Pass ,- ,null,
657daf20122fa666071aa7fb,000000000A1123230094 - 5370-170-206,null,null,null,320,- ,Pass ,Pass ,- ,null,
657daf20122fa666071aa805,000000000A1123240102 - 5370-170-201,Pass ,null,null,320,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa809,000000000A1123240168 - 5370-169-278,Pass ,Pass ,null,30,Pass ,Pass ,Pass ,Pass ,50,
657daf20122fa666071aa810,000000000A1123250152 - 5370-273-318,Pass ,Pass ,396,395,Pass ,Pass ,Pass ,Pass ,55,
657daf20122fa666071aa818,000000000A1123260087 - 5370-170-211,Pass ,null,null,16,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa81e,000000000A1123270107 - 5370-169-279,Pass ,Pass ,null,442,Pass ,Pass ,Pass ,Pass ,70,
657daf20122fa666071aa825,000000000A1123280071 - 5370-170-206,null,null,null,20,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa82d,000000000A1123280165 - 5370-170-225,Pass ,null,null,312,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa831,000000000A1123280169 - 5370-170-225,Pass ,null,null,312,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa83a,000000000A1123280178 - 5370-170-225,Pass ,null,null,312,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa844,000000000A1123280193 - 5370-170-225,Pass ,null,null,312,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa84c,000000000A1123290186 - 5370-169-248,null,null,null,30,null,Pass ,Pass ,null,null,
657daf20122fa666071aa85d,000000000A1123310171 - 5370-170-225,null,null,null,320,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa866,000000000A1123310185 - 5370-170-225,null,null,null,320,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa869,000000000A1123310197 - 5370-170-225,null,null,null,320,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa870,000000000A1123320031 - 5371-170-046,null,null,null,10,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa873,000000000A1123320059 - 5370-169-278,Pass ,Pass ,null,29.9,Pass ,Pass ,Pass ,Pass ,45,
657daf20122fa666071aa881,000000000A1123320187 - 5370-271-230,Pass ,Pass ,457,null,Pass ,Pass ,Pass ,Pass ,35,
657daf20122fa666071aa888,000000000A1123340069 - 5371-170-046,Pass ,null,null,312,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa895,000000000A1123350077 - 5370-169-278,Pass ,Pass ,null,29,Pass ,Pass ,Pass ,Pass ,45,
657daf20122fa666071aa89d,000000000A1123360118 - 5370-170-225,null,null,null,400,Pass ,Pass ,Pass ,Pass ,null,
657daf20122fa666071aa8a9,000000000A1123370207 - 5370-170-225,null,null,null,400,Pass ,Pass ,Pass ,Pass ,null,
